ds,id_user,is_active
2021-10-01,44753,1
2021-10-01,85066,1
2021-10-01,16294,1
2021-10-01,18540,1
2021-10-01,86573,0
2021-10-01,88368,1
2021-10-01,87126,0
2021-10-01,54140,0
2021-10-01,54966,0
2021-10-01,70337,0
2021-10-01,14778,1
2021-10-01,68227,0
2021-10-01,73083,1
2021-10-01,79212,1
2021-10-01,46027,0
2021-10-01,38066,0
2021-10-01,45170,0
2021-10-01,35092,0
2021-10-01,38835,1
2021-10-01,70727,0
2021-10-01,11454,0
2021-10-01,43514,0
2021-10-01,67401,0
2021-10-01,64394,0
2021-10-01,85675,0
2021-10-01,13928,0
2021-10-01,25240,1
2021-10-01,78695,1
2021-10-01,99762,1
2021-10-01,43612,1
2021-10-01,33043,1
2021-10-01,75522,1
2021-10-01,99808,1
2021-10-01,62633,0
2021-10-01,69166,0
2021-10-01,94475,1
2021-10-01,12417,1
2021-10-01,78226,0
2021-10-01,41890,0
2021-10-01,12548,0
2021-10-01,30722,0
2021-10-01,27664,1
2021-10-01,74254,1
2021-10-01,85971,0
2021-10-01,44980,1
2021-10-01,17061,1
2021-10-01,24241,1
2021-10-01,33212,0
2021-10-01,83446,0
2021-10-01,29883,0
2021-10-01,95354,1
2021-10-01,72072,1
2021-10-01,15489,1
2021-10-01,52968,0
2021-10-01,95216,0
2021-10-01,20529,1
2021-10-01,10339,0
2021-10-01,59755,0
2021-10-01,32727,1
2021-10-01,30516,1
2021-10-01,31707,1
2021-10-01,80128,0
2021-10-01,47521,1
2021-10-01,36210,1
2021-10-01,30614,0
2021-10-01,73764,1
2021-10-01,58997,1
2021-10-01,33516,1
2021-10-01,56209,0
2021-10-01,29242,1
2021-10-01,96034,0
2021-10-01,65467,0
2021-10-01,57091,0
2021-10-01,24245,1
2021-10-01,32640,0
2021-10-01,49016,1
2021-10-01,83719,1
2021-10-01,63195,1
2021-10-01,59271,0
2021-10-01,32304,1
2021-10-01,45847,1
2021-10-01,87374,1
2021-10-01,44303,0
2021-10-01,37926,1
2021-10-01,67615,0
2021-10-01,99179,1
2021-10-01,35255,1
2021-10-01,96907,0
2021-10-01,76924,1
2021-10-01,26545,0
2021-10-01,34738,0
2021-10-01,10185,1
2021-10-01,15010,1
2021-10-01,35749,0
2021-10-01,71837,1
2021-10-01,99216,1
2021-10-01,56771,0
2021-10-01,70847,0
2021-10-01,45643,0
2021-10-01,85000,0
2021-10-01,62333,1
2021-10-01,15783,1
2021-10-01,44004,0
2021-10-01,95299,1
2021-10-01,35560,1
2021-10-01,40879,0
2021-10-01,77198,0
2021-10-01,83121,0
2021-10-01,95809,0
2021-10-01,78833,1
2021-10-01,73214,1
2021-10-01,85617,1
2021-10-01,85063,0
2021-10-01,46630,0
2021-10-01,78583,1
2021-10-01,91500,0
2021-10-01,33772,0
2021-10-01,18838,0
2021-10-01,46298,0
2021-10-01,26783,0
2021-10-01,55245,0
2021-10-01,74640,0
2021-10-01,80272,1
2021-10-01,43184,0
2021-10-01,20199,1
2021-10-01,15667,0
2021-10-01,53967,0
2021-10-01,70928,1
2021-10-01,90236,1
2021-10-01,34178,0
2021-10-01,49389,0
2021-10-01,67791,0
2021-10-01,71414,0
2021-10-01,21489,1
2021-10-01,81458,0
2021-10-01,99258,1
2021-10-01,16849,0
2021-10-01,54663,0
2021-10-01,61910,1
2021-10-01,60429,1
2021-10-01,90333,0
2021-10-01,45427,0
2021-10-01,96373,1
2021-10-01,68916,1
2021-10-01,61303,0
2021-10-01,39050,0
2021-10-01,58012,1
2021-10-01,89403,1
2021-10-01,15211,1
2021-10-01,82479,1
2021-10-01,81234,0
2021-10-01,14748,0
2021-10-01,62321,0
2021-10-01,20411,0
2021-10-01,89351,0
2021-10-01,45564,1
2021-10-01,72258,0
2021-10-01,75193,1
2021-10-01,30799,1
2021-10-01,10070,1
2021-10-01,41268,1
2021-10-01,11435,1
2021-10-01,99550,1
2021-10-01,18647,0
2021-10-01,44081,1
2021-10-01,49050,0
2021-10-01,46678,1
2021-10-01,53047,0
2021-10-01,62486,0
2021-10-01,39076,1
2021-10-01,11704,1
2021-10-01,28460,1
2021-10-01,88333,0
2021-10-01,45059,1
2021-10-01,54295,1
2021-10-01,47773,0
2021-10-01,39489,1
2021-10-01,89078,0
2021-10-01,19180,0
2021-10-01,11261,1
2021-10-01,83504,1
2021-10-01,35513,0
2021-10-01,39721,0
2021-10-01,71664,0
2021-10-01,75203,1
2021-10-01,67592,0
2021-10-01,98494,1
2021-10-01,84189,1
2021-10-01,81257,0
2021-10-01,31407,1
2021-10-01,16425,1
2021-10-01,63261,0
2021-10-01,56878,0
2021-10-01,89632,0
2021-10-01,35576,0
2021-10-01,53093,1
2021-10-01,57226,1
2021-10-01,72477,1
2021-10-01,34491,1
2021-10-01,67046,0
2021-10-01,38873,0
2021-10-01,76567,1
2021-10-01,19188,0
2021-10-01,31608,0
2021-10-01,54693,1
2021-10-01,83346,1
2021-10-01,27315,0
2021-10-01,34370,1
2021-10-01,88957,1
2021-10-01,97415,0
2021-10-01,77798,1
2021-10-01,11835,1
2021-10-01,38054,1
2021-10-01,51747,0
2021-10-01,33354,1
2021-10-01,92097,1
2021-10-01,96292,0
2021-10-01,31121,0
2021-10-01,78699,1
2021-10-01,29479,0
2021-10-01,55493,1
2021-10-01,17312,0
2021-10-01,92933,1
2021-10-01,53071,0
2021-10-01,61771,0
2021-10-01,29587,0
2021-10-01,50656,1
2021-10-01,68783,0
2021-10-01,72765,1
2021-10-01,11881,1
2021-10-01,42679,1
2021-10-01,24987,0
2021-10-01,63865,0
2021-10-01,43646,1
2021-10-01,73869,0
2021-10-01,45130,1
2021-10-01,32528,1
2021-10-01,24837,0
2021-10-01,82595,0
2021-10-01,36801,0
2021-10-01,15647,1
2021-10-01,26736,1
2021-10-01,83556,0
2021-10-01,45644,1
2021-10-01,86105,1
2021-10-01,89414,0
2021-10-01,43334,0
2021-10-01,44245,0
2021-10-01,71162,1
2021-10-01,23476,1
2021-10-01,45921,1
2021-10-01,40655,1
2021-10-01,67118,0
2021-10-01,68479,1
2021-10-01,73695,0
2021-10-01,78574,0
2021-10-01,41801,1
2021-10-01,92884,0
2021-10-01,87819,1
2021-10-01,11377,0
2021-10-01,88896,0
2021-10-01,90746,1
2021-10-01,90901,0
2021-10-01,55141,1
2021-10-01,75837,0
2021-10-01,38469,1
2021-10-01,93893,1
2021-10-01,21647,0
2021-10-01,30065,0
2021-10-01,90915,0
2021-10-01,38666,1
2021-10-01,40887,0
2021-10-01,16808,0
2021-10-01,19900,0
2021-10-01,17476,1
2021-10-01,54079,0
2021-10-01,15247,1
2021-10-01,79694,1
2021-10-01,50629,1
2021-10-01,92369,1
2021-10-01,98885,1
2021-10-01,83511,0
2021-10-01,14049,1
2021-10-01,83482,1
2021-10-01,60281,0
2021-10-01,92201,1
2021-10-01,89161,1
2021-10-01,58412,0
2021-10-01,79911,0
2021-10-01,91335,0
2021-10-01,68541,1
2021-10-01,72904,1
2021-10-01,43859,1
2021-10-01,45706,1
2021-10-01,92103,1
2021-10-01,33997,0
2021-10-01,55261,1
2021-10-01,20924,0
2021-10-01,70263,0
2021-10-01,50131,0
2021-10-01,20028,0
2021-10-01,30196,0
2021-10-01,62468,0
2021-10-01,14477,0
2021-10-01,98192,1
2021-10-01,90662,0
2021-10-01,51762,0
2021-10-01,85025,0
2021-10-01,98436,0
2021-10-01,47743,1
2021-10-01,98645,1
2021-10-01,21729,0
2021-10-01,34848,1
2021-10-01,97798,1
2021-10-01,60385,0
2021-10-01,10516,1
2021-10-01,41755,0
2021-10-01,39144,0
2021-10-01,25147,1
2021-10-01,16342,0
2021-10-01,54586,0
2021-10-01,78941,0
2021-10-01,53845,1
2021-10-01,12634,1
2021-10-01,12197,1
2021-10-01,68820,0
2021-10-01,16440,1
2021-10-01,12442,1
2021-10-01,88774,1
2021-10-01,15226,0
2021-10-01,53575,1
2021-10-01,87405,0
2021-10-01,51527,1
2021-10-01,21431,0
2021-10-01,28893,1
2021-10-01,24255,1
2021-10-01,53751,0
2021-10-01,16888,0
2021-10-01,92158,1
2021-10-01,74981,1
2021-10-01,41492,0
2021-10-01,76216,0
2021-10-01,18389,1
2021-10-01,36015,0
2021-10-01,16081,1
2021-10-01,14464,0
2021-10-01,53624,1
2021-10-01,23845,0
2021-10-01,24077,0
2021-10-01,97495,1
2021-10-01,63630,1
2021-10-01,29303,0
2021-10-01,80793,0
2021-10-01,76361,1
2021-10-01,67907,1
2021-10-01,30449,1
2021-10-01,63514,1
2021-10-01,62346,0
2021-10-01,77687,1
2021-10-01,34448,1
2021-10-01,95752,0
2021-10-01,64998,0
2021-10-01,73242,0
2021-10-01,72133,1
2021-10-01,24437,1
2021-10-01,68907,0
2021-10-01,72824,0
2021-10-01,15050,1
2021-10-01,97834,1
2021-10-01,66266,1
2021-10-01,62798,1
2021-10-01,13676,0
2021-10-01,23118,0
2021-10-01,21295,1
2021-10-01,76134,1
2021-10-01,47273,1
2021-10-01,19076,1
2021-10-01,79526,0
2021-10-01,34331,0
2021-10-01,80333,1
2021-10-01,81184,0
2021-10-01,99613,1
2021-10-01,76035,0
2021-10-01,17965,1
2021-10-01,73438,1
2021-10-01,87868,0
2021-10-01,34160,1
2021-10-01,42707,0
2021-10-01,53737,0
2021-10-01,86020,0
2021-10-01,42160,1
2021-10-01,68247,0
2021-10-01,27381,1
2021-10-01,30860,1
2021-10-01,79226,0
2021-10-01,61317,1
2021-10-01,26285,0
2021-10-01,50344,0
2021-10-01,83678,0
2021-10-01,61638,1
2021-10-01,79887,1
2021-10-01,34522,1
2021-10-01,33562,1
2021-10-01,41192,1
2021-10-01,47405,1
2021-10-01,61213,0
2021-10-01,23589,0
2021-10-01,68343,1
2021-10-01,70108,0
2021-10-01,15732,0
2021-10-01,77921,1
2021-10-01,39366,0
2021-10-01,66542,0
2021-10-01,31181,1
2021-10-01,29029,1
2021-10-01,99788,1
2021-10-01,53306,1
2021-10-01,50816,0
2021-10-01,93893,1
2021-10-01,60617,0
2021-10-01,68874,0
2021-10-01,16828,0
2021-10-01,90125,1
2021-10-01,50019,0
2021-10-01,88235,1
2021-10-01,40522,0
2021-10-01,86264,1
2021-10-01,29290,0
2021-10-01,61637,1
2021-10-01,57298,1
2021-10-01,32444,1
2021-10-01,13053,1
2021-10-01,71645,0
2021-10-01,16128,0
2021-10-01,99927,0
2021-10-01,27579,0
2021-10-01,38842,1
2021-10-01,97276,0
2021-10-01,60562,1
2021-10-01,87789,0
2021-10-01,28061,0
2021-10-01,23896,0
2021-10-01,90134,1
2021-10-01,13098,1
2021-10-01,73785,0
2021-10-01,22854,1
2021-10-01,52810,0
2021-10-01,64579,0
2021-10-01,25508,0
2021-10-01,77601,0
2021-10-01,47361,1
2021-10-01,51101,1
2021-10-01,81274,0
2021-10-01,41280,0
2021-10-01,79722,0
2021-10-01,40069,0
2021-10-01,80338,1
2021-10-01,61364,1
2021-10-01,70595,1
2021-10-01,49208,1
2021-10-01,73979,0
2021-10-01,38062,1
2021-10-01,51226,0
2021-10-01,59390,1
2021-10-01,76835,1
2021-10-01,27521,1
2021-10-01,15325,0
2021-10-01,74978,1
2021-10-01,49828,1
2021-10-01,77395,0
2021-10-01,20125,0
2021-10-01,57328,1
2021-10-01,19749,0
2021-10-01,96740,1
2021-10-01,75019,0
2021-10-01,19189,0
2021-10-01,19848,1
2021-10-01,94411,0
2021-10-01,81901,0
2021-10-01,42550,1
2021-10-01,60434,1
2021-10-01,90125,0
2021-10-01,77383,1
2021-10-01,90172,1
2021-10-01,78386,0
2021-10-01,90192,1
2021-10-01,93376,0
2021-10-01,41511,1
2021-10-01,29746,0
2021-10-01,35531,0
2021-10-01,69194,1
2021-10-01,47049,1
2021-10-01,80105,1
2021-10-01,93063,0
2021-10-01,85286,1
2021-10-01,61115,0
2021-10-01,33370,1
2021-10-01,12810,0
2021-10-01,15991,1
2021-10-01,52237,1
2021-10-01,40680,1
2021-10-01,72107,1
2021-10-01,16285,1
2021-10-01,81765,0
2021-10-01,87736,0
2021-10-01,75227,1
2021-10-01,65407,1
2021-10-01,16056,1
2021-10-01,60605,0
2021-10-01,11405,1
2021-10-01,58435,0
2021-10-01,24872,0
2021-10-01,37196,0
2021-10-01,16760,1
2021-10-01,55449,1
2021-10-01,88795,1
2021-10-01,34023,1
2021-10-01,15954,0
2021-10-01,16714,0
2021-10-01,21447,1
2021-10-01,25615,1
2021-10-01,37516,0
2021-10-01,31497,0
2021-10-01,28103,1
2021-10-01,57000,1
2021-10-01,72768,0
2021-10-01,17582,0
2021-10-01,70868,1
2021-10-01,18047,1
2021-10-01,51992,1
2021-10-01,48319,1
2021-10-01,52034,0
2021-10-01,42143,0
2021-10-01,13101,0
2021-10-01,34144,1
2021-10-01,91423,0
2021-10-01,40661,1
2021-10-01,87404,0
2021-10-01,75894,1
2021-10-01,50611,1
2021-10-01,38998,1
2021-10-01,64313,1
2021-10-01,67953,0
2021-10-01,36731,0
2021-10-01,39575,0
2021-10-01,11808,0
2021-10-01,40322,1
2021-10-01,81262,0
2021-10-01,82116,0
2021-10-01,62310,1
2021-10-01,39980,0
2021-10-01,44653,1
2021-10-01,81771,1
2021-10-01,94252,0
2021-10-01,53627,1
2021-10-01,55968,1
2021-10-01,31223,0
2021-10-01,98077,1
2021-10-01,85807,1
2021-10-01,67774,0
2021-10-01,23744,1
2021-10-01,51666,0
2021-10-01,98716,0
2021-10-01,60490,0
2021-10-01,70400,1
2021-10-01,84244,0
2021-10-01,82569,1
2021-10-01,77074,0
2021-10-01,46058,0
2021-10-01,19734,0
2021-10-01,78315,0
2021-10-01,68510,1
2021-10-01,35677,0
2021-10-01,70187,1
2021-10-01,47692,0
2021-10-01,62890,1
2021-10-01,54471,0
2021-10-01,67465,1
2021-10-01,79143,0
2021-10-01,86057,1
2021-10-01,82976,0
2021-10-01,96632,1
2021-10-01,11956,1
2021-10-01,69758,1
2021-10-01,20789,1
2021-10-01,27695,1
2021-10-01,95128,0
2021-10-01,74043,1
2021-10-01,10799,0
2021-10-01,23232,1
2021-10-01,61938,0
2021-10-01,74244,1
2021-10-01,29119,0
2021-10-01,88242,0
2021-10-01,95957,1
2021-10-01,99294,0
2021-10-01,64582,0
2021-10-01,55106,1
2021-10-01,99357,1
2021-10-01,77372,1
2021-10-01,75682,1
2021-10-01,90939,1
2021-10-01,89729,1
2021-10-01,16896,1
2021-10-01,42133,1
2021-10-01,16805,0
2021-10-01,57373,1
2021-10-01,85740,1
2021-10-01,52847,1
2021-10-01,98284,0
2021-10-01,31030,1
2021-10-01,79228,1
2021-10-01,22056,0
2021-10-01,34694,1
2021-10-01,76369,0
2021-10-01,37923,1
2021-10-01,10556,1
2021-10-01,39916,0
2021-10-01,78190,1
2021-10-01,19524,1
2021-10-01,29593,1
2021-10-01,91209,0
2021-10-01,74267,0
2021-10-01,25288,1
2021-10-01,90803,1
2021-10-01,53657,1
2021-10-01,16033,0
2021-10-01,30321,0
2021-10-01,26777,1
2021-10-01,76985,0
2021-10-01,58899,0
2021-10-01,98786,0
2021-10-01,93326,1
2021-10-01,98337,0
2021-10-01,12890,0
2021-10-01,59640,1
2021-10-01,16331,0
2021-10-01,99320,0
2021-10-01,32498,1
2021-10-01,55857,0
2021-10-01,93179,1
2021-10-01,48140,1
2021-10-01,43188,0
2021-10-01,80255,1
2021-10-01,71208,0
2021-10-01,17950,0
2021-10-01,70818,0
2021-10-01,74029,0
2021-10-01,43353,0
2021-10-01,60688,0
2021-10-01,99379,0
2021-10-01,49895,0
2021-10-01,34204,0
2021-10-01,81624,0
2021-10-01,11950,1
2021-10-01,20317,1
2021-10-01,98103,1
2021-10-01,43587,0
2021-10-01,99510,0
2021-10-01,12748,1
2021-10-01,94541,1
2021-10-01,61435,1
2021-10-01,12350,1
2021-10-01,58026,1
2021-10-01,85147,1
2021-10-01,36676,1
2021-10-01,39230,1
2021-10-01,95090,1
2021-10-01,50848,1
2021-10-01,59409,0
2021-10-01,10136,0
2021-10-01,65065,1
2021-10-01,87402,0
2021-10-01,19690,1
2021-10-01,59509,1
2021-10-01,80418,1
2021-10-01,42444,1
2021-10-01,73309,0
2021-10-01,28180,1
2021-10-01,80354,1
2021-10-01,67420,1
2021-10-01,17572,0
2021-10-01,33863,0
2021-10-01,71927,0
2021-10-01,63346,0
2021-10-01,11131,0
2021-10-01,32044,1
2021-10-01,57451,1
2021-10-01,90195,1
2021-10-01,48162,0
2021-10-01,11382,0
2021-10-01,82677,0
2021-10-01,95907,1
2021-10-01,71286,0
2021-10-01,60292,1
2021-10-01,16982,0
2021-10-01,22489,0
2021-10-01,19478,1
2021-10-01,84339,0
2021-10-01,16310,1
2021-10-01,23505,0
2021-10-01,76929,1
2021-10-01,17217,0
2021-10-01,91983,1
2021-10-01,39357,1
2021-10-01,66336,1
2021-10-01,71674,1
2021-10-01,83669,0
2021-10-01,34194,1
2021-10-01,65407,0
2021-10-01,70532,1
2021-10-01,72754,0
2021-10-01,51032,1
2021-10-01,38507,1
2021-10-01,62143,0
2021-10-01,13167,0
2021-10-01,89731,1
2021-10-01,46323,0
2021-10-01,99050,1
2021-10-01,60326,1
2021-10-01,55822,1
2021-10-01,25173,1
2021-10-01,93420,0
2021-10-01,25250,1
2021-10-01,26893,0
2021-10-01,14177,0
2021-10-01,77900,1
2021-10-01,80150,0
2021-10-01,27200,0
2021-10-01,42872,1
2021-10-01,55937,1
2021-10-01,83829,1
2021-10-01,80503,1
2021-10-01,64060,1
2021-10-01,71322,0
2021-10-01,40090,0
2021-10-01,35740,0
2021-10-01,96689,0
2021-10-01,32760,0
2021-10-01,79999,0
2021-10-01,20069,1
2021-10-01,31386,0
2021-10-01,55566,1
2021-10-01,89348,1
2021-10-01,69070,1
2021-10-01,46897,0
2021-10-01,49284,0
2021-10-01,25934,1
2021-10-01,64457,0
2021-10-01,79133,1
2021-10-01,86951,1
2021-10-01,17402,1
2021-10-01,25493,1
2021-10-01,85791,1
2021-10-01,29032,1
2021-10-01,79274,1
2021-10-01,11516,1
2021-10-01,78573,1
2021-10-01,92611,1
2021-10-01,44566,0
2021-10-01,19461,1
2021-10-01,41934,0
2021-10-01,54360,1
2021-10-01,60882,0
2021-10-01,62059,0
2021-10-01,61962,1
2021-10-01,23974,0
2021-10-01,68276,1
2021-10-01,79547,0
2021-10-01,71533,1
2021-10-01,63342,0
2021-10-01,41307,1
2021-10-01,90117,0
2021-10-01,88170,1
2021-10-01,55503,1
2021-10-01,31698,0
2021-10-01,52093,1
2021-10-01,99199,0
2021-10-01,26635,0
2021-10-01,83816,1
2021-10-01,73892,1
2021-10-01,44734,0
2021-10-01,83756,0
2021-10-01,53765,0
2021-10-01,96178,1
2021-10-01,72779,1
2021-10-01,50610,0
2021-10-01,44334,1
2021-10-01,14298,0
2021-10-01,22298,1
2021-10-01,54286,1
2021-10-01,62238,1
2021-10-01,18103,0
2021-10-01,59523,0
2021-10-01,55533,0
2021-10-01,81155,1
2021-10-01,30536,0
2021-10-01,29920,0
2021-10-01,56427,0
2021-10-01,43903,0
2021-10-01,36023,1
2021-10-01,43286,1
